question,chunk_id,doc_id
How would a vector database represent a sentence like “n8n is a source-available automation tool that you can self-host” instead of saving it as plain text?,build/integrate-ai/understand-ai-components/store-and-search-data-with-vectors#1,build/integrate-ai/understand-ai-components/store-and-search-data-with-vectors
"In the example, which kinds of sentences end up with similar vector values, and what do those shared values stand for?",build/integrate-ai/understand-ai-components/store-and-search-data-with-vectors#1,build/integrate-ai/understand-ai-components/store-and-search-data-with-vectors
Why is the 3-number vector example only meant as a rough illustration rather than a real technical model?,build/integrate-ai/understand-ai-components/store-and-search-data-with-vectors#1,build/integrate-ai/understand-ai-components/store-and-search-data-with-vectors
How can I pull the first two people’s first names out of a JSON array with JMESPath?,build/work-with-data/handle-special-data-types/query-json-data#4,build/work-with-data/handle-special-data-types/query-json-data
What’s the JMESPath expression to get just the age of every dog from the input data?,build/work-with-data/handle-special-data-types/query-json-data#4,build/work-with-data/handle-special-data-types/query-json-data
How do I use a multiselect to pick fields from JSON and build a new list or object?,build/work-with-data/handle-special-data-types/query-json-data#4,build/work-with-data/handle-special-data-types/query-json-data
How can I check in n8n whether a string has no characters or is null?,build/work-with-data/transform-data/expression-reference/string#12,build/work-with-data/transform-data/expression-reference/string
"What does the `isEmpty()` string method return, and what type is it?",build/work-with-data/transform-data/expression-reference/string#12,build/work-with-data/transform-data/expression-reference/string
Can you show an example of `isEmpty()` returning true for an empty string and false for a non-empty one?,build/work-with-data/transform-data/expression-reference/string#12,build/work-with-data/transform-data/expression-reference/string
How do I get every item from a node for the run that’s executing right now?,build/code-in-n8n/cookbook/built-in-methods-and-variables-examples/(node-name).all#0,build/code-in-n8n/cookbook/built-in-methods-and-variables-examples/(node-name).all
"If I want the items from the IF node’s true branch in the same run as my current node, what call should I use?",build/code-in-n8n/cookbook/built-in-methods-and-variables-examples/(node-name).all#0,build/code-in-n8n/cookbook/built-in-methods-and-variables-examples/(node-name).all
How can I retrieve the items from the IF node’s false branch from its first execution?,build/code-in-n8n/cookbook/built-in-methods-and-variables-examples/(node-name).all#0,build/code-in-n8n/cookbook/built-in-methods-and-variables-examples/(node-name).all
"What does `$today` return in n8n, and what point in time does it represent?",build/work-with-data/transform-data/expression-reference/root#15,build/work-with-data/transform-data/expression-reference/root
"Does `$today` use the workflow time zone, or is it based on the instance’s time zone by default?",build/work-with-data/transform-data/expression-reference/root#15,build/work-with-data/transform-data/expression-reference/root
What is the exact syntax for referencing the current day’s date value in n8n?,build/work-with-data/transform-data/expression-reference/root#15,build/work-with-data/transform-data/expression-reference/root
How do I use `filter()` to keep only array items that meet a condition?,build/work-with-data/transform-data/expression-reference/array#6,build/work-with-data/transform-data/expression-reference/array
"What arguments can the `filter()` callback receive, and which of them are optional?",build/work-with-data/transform-data/expression-reference/array#6,build/work-with-data/transform-data/expression-reference/array
"Can `filter()` be written with an arrow function or a regular function, and what does it return?",build/work-with-data/transform-data/expression-reference/array#6,build/work-with-data/transform-data/expression-reference/array
Which n8n node should I use to combine data coming from different branches or sources into one stream?,build/flow-logic/merge-data#0,build/flow-logic/merge-data
"If I need to bring together results from several runs of the same node, what’s the recommended way to do that?",build/flow-logic/merge-data#0,build/flow-logic/merge-data
What node is meant for checking two datasets against each other and then merging the output based on that comparison?,build/flow-logic/merge-data#0,build/flow-logic/merge-data
How does n8n turn a numeric value into a true/false result?,build/work-with-data/transform-data/expression-reference#19,build/work-with-data/transform-data/expression-reference
"If I have a Unix-style timestamp, how can I convert it into a DateTime and what happens if it isn't in milliseconds?",build/work-with-data/transform-data/expression-reference#19,build/work-with-data/transform-data/expression-reference
What’s the difference between turning a number into a plain string and using the locale-aware string formatting method?,build/work-with-data/transform-data/expression-reference#19,build/work-with-data/transform-data/expression-reference
How can I append one or more strings to the end of an existing string in n8n?,build/work-with-data/transform-data/expression-reference/string#2,build/work-with-data/transform-data/expression-reference/string
"What does the string concat method return, and is there another way to do the same thing?",build/work-with-data/transform-data/expression-reference/string#2,build/work-with-data/transform-data/expression-reference/string
"Which arguments does the string concat function take, and are any of them optional?",build/work-with-data/transform-data/expression-reference/string#2,build/work-with-data/transform-data/expression-reference/string
How do I pick one element at random from an array in n8n?,build/work-with-data/transform-data/expression-reference/array#21,build/work-with-data/transform-data/expression-reference/array
What does the array `randomItem()` method give back?,build/work-with-data/transform-data/expression-reference/array#21,build/work-with-data/transform-data/expression-reference/array
Can you show an example of using `randomItem()` on an array?,build/work-with-data/transform-data/expression-reference/array#21,build/work-with-data/transform-data/expression-reference/array
What keyboard shortcut do I use to start a brand-new workflow?,build/keyboard-shortcuts#0,build/keyboard-shortcuts
How can I run the current workflow using only the keyboard?,build/keyboard-shortcuts#0,build/keyboard-shortcuts
Which shortcut opens an existing workflow file?,build/keyboard-shortcuts#0,build/keyboard-shortcuts
How can I order an array of objects alphabetically by one field in JavaScript?,build/work-with-data/transform-data/expression-reference/array#30,build/work-with-data/transform-data/expression-reference/array
What’s a simple way to sort objects like people by their name property?,build/work-with-data/transform-data/expression-reference/array#30,build/work-with-data/transform-data/expression-reference/array
How do I use `sort()` with a comparison function so an array of objects comes out in name order?,build/work-with-data/transform-data/expression-reference/array#30,build/work-with-data/transform-data/expression-reference/array
What kinds of changes can you make to data while it moves through an n8n workflow?,build/work-with-data/transform-data/approaches-for-transforming-data#0,build/work-with-data/transform-data/approaches-for-transforming-data
Why would I need to reshape or adjust data before passing it to another node in n8n?,build/work-with-data/transform-data/approaches-for-transforming-data#0,build/work-with-data/transform-data/approaches-for-transforming-data
What are the main ways n8n lets you transform incoming data?,build/work-with-data/transform-data/approaches-for-transforming-data#0,build/work-with-data/transform-data/approaches-for-transforming-data
"When I use a credential in an HTTP Request node, how does the domain restriction setting affect where it can be sent?",build/understand-workflows/create-and-edit-credentials#2,build/understand-workflows/create-and-edit-credentials
"What do the three domain restriction options mean for a credential used with HTTP Request: all sites, only certain hosts, or no use at all?",build/understand-workflows/create-and-edit-credentials#2,build/understand-workflows/create-and-edit-credentials
Does the allowed-domains setting matter if I use the credential in its dedicated node instead of an HTTP Request node?,build/understand-workflows/create-and-edit-credentials#2,build/understand-workflows/create-and-edit-credentials
How do I run the whole workflow to check that it works?,get-started/build-your-first-workflow#11,get-started/build-your-first-workflow
Where can I look to see the data the workflow sent after I execute it?,get-started/build-your-first-workflow#11,get-started/build-your-first-workflow
What do I need to do if I want this workflow to keep running automatically each week?,get-started/build-your-first-workflow#11,get-started/build-your-first-workflow
"What files do I get if I unpack an n8n package, and how is the exported workflow data organized inside it?",build/manage-workflows/n8n-packages#1,build/manage-workflows/n8n-packages
"Does an .n8np package include my credential passwords or other secrets, and if not, what information is stored for credentials instead?",build/manage-workflows/n8n-packages#1,build/manage-workflows/n8n-packages
What does the manifest file in an n8n package tell me about the package contents?,build/manage-workflows/n8n-packages#1,build/manage-workflows/n8n-packages
From which n8n version are canvas groups available?,build/understand-workflows/workflow-components/canvas-groups#0,build/understand-workflows/workflow-components/canvas-groups
What can I use canvas groups for in a workflow canvas?,build/understand-workflows/workflow-components/canvas-groups#0,build/understand-workflows/workflow-components/canvas-groups
"If I collapse a canvas group, is that saved for everyone or only for my browser?",build/understand-workflows/workflow-components/canvas-groups#0,build/understand-workflows/workflow-components/canvas-groups
How do I convert a text value into snake_case in n8n?,build/work-with-data/transform-data/expression-reference/string#36,build/work-with-data/transform-data/expression-reference/string
"What happens to spaces, dashes, symbols, and letter casing when I use the string snake-case helper?",build/work-with-data/transform-data/expression-reference/string#36,build/work-with-data/transform-data/expression-reference/string
"What does calling toSnakeCase() return, and can you show an example of its output?",build/work-with-data/transform-data/expression-reference/string#36,build/work-with-data/transform-data/expression-reference/string
What do the node settings in the Settings tab let you change or add for a node?,build/understand-workflows/workflow-components/work-with-nodes#3,build/understand-workflows/workflow-components/work-with-nodes
"How do options like running once, retrying on failure, and the different error-handling modes affect node execution?",build/understand-workflows/workflow-components/work-with-nodes#3,build/understand-workflows/workflow-components/work-with-nodes
"When can I set custom span attributes on a node, and what are they used for?",build/understand-workflows/workflow-components/work-with-nodes#3,build/understand-workflows/workflow-components/work-with-nodes
"Where in an n8n workflow can I add code or logic, and what’s the difference between those options?",build/code-in-n8n#0,build/code-in-n8n
How do I use JavaScript inside a node to change the data flowing through my workflow?,build/code-in-n8n#0,build/code-in-n8n
"If I want to run custom JavaScript or Python in a workflow, which n8n node should I use?",build/code-in-n8n#0,build/code-in-n8n
